"No.","Group Name","Contact","Contact TG/DMR ID"
"1","OpenSpotALL","76ers|900 Mhz Repeater|Alabama|Alabama Link|Alaska|Alert Radio|Allstar|Allstar 46031/Wi|Amarillo wires-x|Amateur Radio Ro|America-Link|Amrron 1789|AMSAT|AREC-DSTAR-XREF|AREC-FUSION|AREC-MULTI-P-XLX|ARES|ARES Emcomm|ARES ID CENTRAL|ARES ID N|ARES ID SE|ARES ID SW|ARES Idaho|Arizona|Arizona TAC|Arkansas|ArkLaTex|ARWX|Atlanta Metro|AZ EmComm|BayNet|BGV|Bitterroot Valle|BlindHamsgroup.i|Branson Area|Burning Man|BYRG|BYRG 2|C.A.R.E.S.|Cal 1|California|California TAC|Carla|Carolina Link|CASS County ARES|Catawba Valley D|CCDMR|CDM|CDRA|Cen Ks Skywarn|Central Oregon|Chemung Storm Ch|Chi Metro|D-APRS1|Network|NorCal|NorCal 1|NorCal AllStar|PAPA Bridge|PAPA Chat|Parrot|USA - Nationwide","31490|31900|3101|31010|3102|31079|3167|31676|31485|31693|31656|1789|98006|31809|31806|31810|31395|31512|31162|31161|31164|31165|31160|3104|31041|3105|31229|31051|31131|31040|31075|31303|31305|31679|31293|31326|31201|31202|31683|31061|3106|31072|23|31374|31299|31678|31805|31076|31094|31206|31411|3195|31176|310998|21|31068|31069|31065|31078|31077|9990|3100"
