"No.","Scan List Name","Scan Channel Member","Scan Channel Member RX Frequency","Scan Channel Member TX Frequency","Scan Mode","Priority Channel Select","Priority Channel 1","Priority Channel 1 RX Frequency","Priority Channel 1 TX Frequency","Priority Channel 2","Priority Channel 2 RX Frequency","Priority Channel 2 TX Frequency","Revert Channel","Look Back Time A[s]","Look Back Time B[s]","Dropout Delay Time[s]","Dwell Time[s]"
"1","OpenSpot","1-OpenSpot 9990|World Wide BM 91|USA Nation 93|Am 01|Am 02|Am 03|Am 05|Am 06|Global NorCal 51|Jefferson State|SNARS|SNARS 2|Emcom US|SOTA|Worldwide Mariti|Worldwide Aviati|Marines RNLMC|Santa Clara Coun|BayNet|NorCal AllStar|NorCal|NorCal 1|Sonoma County|California TAC|SoCal|SoCal 1|SBARC|SD SAR Team|PAPA Chat|PAPA Bridge|Alert Radio|EmComm|EMCOMM|ARES|USA - Nationwide|D-APRS1|San Francisco Ba|WorldBM91|Tac 310|Tac 311|Tac 312|TAC 313 USA|USA - Area 6|California|Cal 1|AmRRON 1789|CASig|Am 04","445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000","445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000|445.00000","Off","Off","Off","","","Off","","","Selected","2.0","3.0","3.1","3.1"
